source_db,fid,mid,gender,first,first_alias,last,last_alias,name
FIW,F0759,4,m,carlo,,valastro,,carlo valastro
FIW,F0759,5,f,mary v,,valastro,,mary v valastro
FIW,F0759,6,f,maddalena c,,valastro,,maddalena c valastro
FIW,F0759,7,f,mary s,,valastro,,mary s valastro
FIW,F0759,8,f,grace f,,valastro,,grace f valastro
FIW,F0759,9,m,marco,,valastro,,marco valastro
FIW,F0759,10,m,buddy jr,,valastro,,buddy jr valastro
FIW,F0759,11,m,mauro c,,valastro,,mauro c valastro
FIW,F0759,12,m,joey f,,valastro,,joey f valastro
FIW,F0759,13,f,lisa g,,valastro,,lisa g valastro
FIW,F0759,14,m,remy g,,valastro,,remy g valastro
FIW,F0760,1,m,robin,,van_persie,,robin van_persie
FIW,F0760,2,f,bouchra,,van_persie,,bouchra van_persie
FIW,F0760,3,m,shaqueel,,van_persie,,shaqueel van_persie
FIW,F0760,4,f,dina,,van_persie,,dina van_persie
FIW,F0761,1,m,rafaelhis,,van_der_vaart,,rafaelhis van_der_vaart
FIW,F0761,2,f,sylvie,,van_der_vaart,,sylvie van_der_vaart
FIW,F0761,3,m,damian,,van_der_vaart,,damian van_der_vaart
FIW,F0762,1,m,vincent,,vaughn,,vincent vaughn
FIW,F0762,2,f,lochlyn,,vaughn,,lochlyn vaughn
FIW,F0762,3,m,vernon,,vaughn,,vernon vaughn
FIW,F0762,4,f,kyla,,vaughn,,kyla vaughn
FIW,F0762,5,m,vernon sr.,,vaughn,,vernon sr. vaughn
FIW,F0762,6,f,sharon,,vaughn,,sharon vaughn
FIW,F0763,1,m,kurt,,warner,,kurt warner
FIW,F0763,2,m,kade,,warner,,kade warner
FIW,F0763,3,f,branda,,warner,,branda warner
FIW,F0763,4,f,sienna,,warner,,sienna warner
FIW,F0763,5,m,elijah,,warner,,elijah warner
FIW,F0763,6,f,sierra,,warner,,sierra warner
FIW,F0763,7,f,jada,,warner,,jada warner
FIW,F0763,8,f,brenda,,warner,,brenda warner
FIW,F0763,9,m,zack,,warner,,zack warner
FIW,F0764,1,f,sofia vergara,,vergara,,sofia vergara vergara
FIW,F0764,2,m,manolo (sofia's son),,vergara,,manolo (sofia's son) vergara
FIW,F0764,3,m,joe gonzalez (sofia's husband),,vergara,,joe gonzalez (sofia's husband) vergara
FIW,F0764,4,f,sandra vergara (sofia's sister),,vergara,,sandra vergara (sofia's sister) vergara
FIW,F0764,5,m,julio vergara (sofia's father),,vergara,,julio vergara (sofia's father) vergara
FIW,F0765,1,m,giannii versace,,versace,,giannii versace versace
FIW,F0765,2,f,donatella versace,,versace,,donatella versace versace
FIW,F0765,3,m,paul beck (donatella's husband),,versace,,paul beck (donatella's husband) versace
FIW,F0765,4,m,daniel versace (donatella's son),,versace,,daniel versace (donatella's son) versace
FIW,F0765,5,f,allegra versace (donatella's daughter),,versace,,allegra versace (donatella's daughter) versace
FIW,F0766,1,m,shane,,victorino,,shane victorino
FIW,F0766,2,m,kingston,,victorino,,kingston victorino
FIW,F0766,3,f,joycelyn,,victorino,,joycelyn victorino
FIW,F0766,4,f,kali'a,,victorino,,kali'a victorino
FIW,F0766,5,f,melissa,,victorino,,melissa victorino
FIW,F0766,6,m,mike,,victorino,,mike victorino
FIW,F0767,1,m,carlos vives,,vives,,carlos vives vives
FIW,F0767,2,f,claudia vasquez,,vives,,claudia vasquez vives
FIW,F0767,3,f,lucy,,vives,,lucy vives
FIW,F0767,4,f,elena,,vives,,elena vives
FIW,F0767,5,m,carlos enrique,,vives,,carlos enrique vives
FIW,F0767,6,m,pedro,,vives,,pedro vives
FIW,F0768,1,m,ron,,vlaar,,ron vlaar
FIW,F0768,2,m,shane,,vlaar,,shane vlaar
FIW,F0768,3,m,xavi,,vlaar,,xavi vlaar
FIW,F0768,4,f,stephanie,,vlaar,,stephanie vlaar
FIW,F0768,5,f,ellen,,vlaar,,ellen vlaar
FIW,F0768,6,f,lisan,,vlaar,,lisan vlaar
FIW,F0769,1,m,dwayne,,wade,,dwayne wade
FIW,F0769,2,m,zaire,,wade,,zaire wade
FIW,F0769,3,m,zion,,wade,,zion wade
FIW,F0769,4,f,gabrielle,,wade,,gabrielle wade
FIW,F0769,5,m,dwayne wade sr,,wade,,dwayne wade sr wade
FIW,F0769,6,f,jolin,,wade,,jolin wade
FIW,F0769,7,f,tragil,,wade,,tragil wade
FIW,F0770,1,m,robert,,wagner,,robert wagner
FIW,F0770,2,f,courney,,wagner,,courney wagner
FIW,F0770,3,f,katie,,wagner,,katie wagner
FIW,F0770,4,f,natasha,,wagner,,natasha wagner
FIW,F0770,5,f,natalie,,wagner,,natalie wagner
FIW,F0771,1,m,mark,,wahlberg,,mark wahlberg
FIW,F0771,2,f,rhea,,wahlberg,,rhea wahlberg
FIW,F0771,3,m,brendon,,wahlberg,,brendon wahlberg
FIW,F0771,4,f,ella,,wahlberg,,ella wahlberg
FIW,F0771,5,f,grace,,wahlberg,,grace wahlberg
FIW,F0771,6,m,michael,,wahlberg,,michael wahlberg
FIW,F0772,1,m,lech,,walesa,,lech walesa
FIW,F0772,2,f,danuta,,walesa,,danuta walesa
FIW,F0773,1,m,paul walker,,walker,,paul walker walker
FIW,F0773,2,m,caleb walker (paul's brother),,walker,,caleb walker (paul's brother) walker
FIW,F0773,3,m,cody walker (paul's brother),,walker,,cody walker (paul's brother) walker
FIW,F0773,4,f,meadow walker (paul's daughter),,walker,,meadow walker (paul's daughter) walker
FIW,F0773,5,m,paul walker iii (paul's dad),,walker,,paul walker iii (paul's dad) walker
FIW,F0773,6,f,cheryl walker (paul's mom),,walker,,cheryl walker (paul's mom) walker
FIW,F0774,1,m,scott,,walker,,scott walker
FIW,F0774,2,f,tonette,,walker,,tonette walker
FIW,F0774,3,m,matt,,walker,,matt walker
FIW,F0774,4,m,alex,,walker,,alex walker
FIW,F0774,5,m,pat,,walker,,pat walker
FIW,F0774,6,f,llew,,walker,,llew walker
FIW,F0774,7,m,david,,walker,,david walker
FIW,F0775,1,f,barbara,,walters,,barbara walters
FIW,F0775,2,m,lee,,walters,,lee walters
FIW,F0775,3,f,jackie,,walters,,jackie walters
FIW,F0775,4,m,lou,,walters,,lou walters
FIW,F0775,5,f,dena,,walters,,dena walters
FIW,F0775,6,f,jackie walters,,walters,,jackie walters walters
FIW,F0776,1,f,julie,,walters,,julie walters
FIW,F0776,2,m,grant,,walters,,grant walters
FIW,F0776,3,f,maisie,,walters,,maisie walters
FIW,F0776,4,f,mary,,walters,,mary walters
FIW,F0777,1,m,sam,,walton,,sam walton
FIW,F0777,2,f,helen,,walton,,helen walton
FIW,F0777,3,m,jim,,walton,,jim walton
FIW,F0777,4,f,alice,,walton,,alice walton
FIW,F0777,5,m,robson,,walton,,robson walton
FIW,F0777,6,m,john,,walton,,john walton
FIW,F0778,1,m,jigme khesar,,bhutan,,jigme khesar bhutan
FIW,F0778,2,f,jetsun pema,,bhutan,,jetsun pema bhutan
FIW,F0778,3,m,jigme singye,,bhutan,,jigme singye bhutan
FIW,F0778,4,f,kesang choeden,,bhutan,,kesang choeden bhutan
FIW,F0779,1,m,booker,,washington,,booker washington
FIW,F0779,2,f,portia,,washington,,portia washington
FIW,F0779,3,m,booker jr.,,washington,,booker jr. washington
FIW,F0779,4,m,ernest,,washington,,ernest washington
FIW,F0780,1,f,kerry,,washington,,kerry washington
FIW,F0780,2,m,earl,,washington,,earl washington
FIW,F0780,3,f,valerie,,washington,,valerie washington
FIW,F0780,4,m,nnamdi,,washington,,nnamdi washington
FIW,F0781,1,f,suki,,waterhouse,,suki waterhouse
FIW,F0781,2,f,immy,,waterhouse,,immy waterhouse
FIW,F0781,3,m,norman,,waterhouse,,norman waterhouse
FIW,F0782,1,f,emma watson,,watson,,emma watson watson
FIW,F0782,2,m,chris watson,,watson,,chris watson watson
FIW,F0782,3,m,alex watson (brother of emma),,watson,,alex watson (brother of emma) watson
FIW,F0782,4,f,jacqueline (mother of emma),,watson,,jacqueline (mother of emma) watson
FIW,F0783,1,f,naomi,,watts,,naomi watts
FIW,F0783,2,m,ben,,watts,,ben watts
FIW,F0783,3,m,liev,,watts,,liev watts
FIW,F0783,4,m,samuel,,watts,,samuel watts
FIW,F0783,5,m,alexander,,watts,,alexander watts
FIW,F0784,1,m,gerard,,way,,gerard way
FIW,F0784,2,f,lindsey,,way,,lindsey way
FIW,F0784,3,f,bandit,,way,,bandit way
FIW,F0785,1,m,marlon,,wayans,,marlon wayans
FIW,F0785,2,m,shawn,,wayans,,shawn wayans
FIW,F0785,3,f,kim,,wayans,,kim wayans
FIW,F0785,4,m,keenan,,wayans,,keenan wayans
FIW,F0785,5,m,damon,,wayans,,damon wayans
FIW,F0785,6,m,damon jr.,,wayans,,damon jr. wayans
FIW,F0785,7,m,keenan jr.,,wayans,,keenan jr. wayans
FIW,F0785,8,f,jolie,,wayans,,jolie wayans
FIW,F0785,9,f,bella,,wayans,,bella wayans
FIW,F0785,10,f,nala,,wayans,,nala wayans
FIW,F0786,1,f,sigourney,,weaver,,sigourney weaver
FIW,F0786,2,m,pat,,weaver,,pat weaver
FIW,F0786,3,m,jim,,weaver,,jim weaver
FIW,F0786,4,f,charlotte,,weaver,,charlotte weaver
FIW,F0786,5,f,elizabeth,,weaver,,elizabeth weaver
FIW,F0787,1,m,chris,,weidman,,chris weidman
FIW,F0787,2,f,marivi,,weidman,,marivi weidman
FIW,F0787,3,m,baldwin,,weidman,,baldwin weidman
FIW,F0787,4,f,cassidy,,weidman,,cassidy weidman
FIW,F0788,1,m,pete wentz,,wentz,,pete wentz wentz
FIW,F0788,2,m,bronx mowgli (son of pete),,wentz,,bronx mowgli (son of pete) wentz
FIW,F0788,3,f,ashlee simpson,,wentz,,ashlee simpson wentz
FIW,F0788,4,f,dale (mother of pete),,wentz,,dale (mother of pete) wentz
FIW,F0788,5,m,pete sr (father of pete),,wentz,,pete sr (father of pete) wentz
FIW,F0789,1,m,gerard,,wertheimer,,gerard wertheimer
FIW,F0789,2,m,alain,,wertheimer,,alain wertheimer
FIW,F0790,1,m,galen jr,,weston,,galen jr weston
FIW,F0790,2,m,galen,,weston,,galen weston
FIW,F0790,3,m,graydon,,weston,,graydon weston
FIW,F0790,4,f,alannah,,weston,,alannah weston
FIW,F0790,5,f,hillary,,weston,,hillary weston
FIW,F0790,6,f,alexandra,,weston,,alexandra weston
FIW,F0791,1,f,beatrix,,netherland,,beatrix netherland
FIW,F0791,2,m,claus,,netherland,,claus netherland
FIW,F0791,3,f,juliana,,netherland,,juliana netherland
FIW,F0791,4,f,irene,,netherland,,irene netherland
FIW,F0791,5,m,bernhard,,netherland,,bernhard netherland
FIW,F0791,6,f,christina,,netherland,,christina netherland
FIW,F0791,7,f,margriet,,netherland,,margriet netherland
FIW,F0791,8,m,willem-alexander,,netherland,,willem-alexander netherland
FIW,F0793,1,f,hayley,,williams,,hayley williams
FIW,F0793,2,f,christi,,williams,,christi williams
FIW,F0793,3,m,joey,,williams,,joey williams
FIW,F0793,4,f,erica,,williams,,erica williams
FIW,F0794,1,m,robin williams,,williams,,robin williams williams
FIW,F0794,2,m,zak (son of robin),,williams,,zak (son of robin) williams
FIW,F0794,3,f,marsha graces,,williams,,marsha graces williams
FIW,F0794,4,f,zelda (daughter of robin and marsha),,williams,,zelda (daughter of robin and marsha) williams
FIW,F0794,5,m,cody (son of robin and marsha),,williams,,cody (son of robin and marsha) williams
FIW,F0794,6,f,valerie,,williams,,valerie williams
FIW,F0794,7,f,laura mclaurin,,williams,,laura mclaurin williams
FIW,F0795,1,m,jj,,watt,,jj watt
FIW,F0795,2,f,mother,,watt,,mother watt
FIW,F0795,3,m,john,,watt,,john watt
FIW,F0795,4,m,derek,,watt,,derek watt
FIW,F0795,5,m,tj,,watt,,tj watt
FIW,F0796,1,f,vanessa,,williams,,vanessa williams
FIW,F0796,2,f,jillian,,williams,,jillian williams
FIW,F0796,3,f,sasha,,williams,,sasha williams
FIW,F0796,4,f,melanie,,williams,,melanie williams
FIW,F0796,5,m,chris ,,williams,,chris  williams
FIW,F0796,6,f,helen,,williams,,helen williams
FIW,F0796,7,m,devin,,williams,,devin williams
FIW,F0796,8,m,rick,,williams,,rick williams
FIW,F0796,9,m,kyle,,williams,,kyle williams
FIW,F0797,1,f,serena,,williams,,serena williams
FIW,F0797,2,f,venus,,williams,,venus williams
FIW,F0797,3,m,richard,,williams,,richard williams
FIW,F0797,4,f,oracene,,williams,,oracene williams
FIW,F0797,5,f,lakeisha\,,williams,,lakeisha\ williams
FIW,F0798,1,f,demi,,willis,,demi willis
FIW,F0798,2,m,bruce,,willis,,bruce willis
FIW,F0798,3,f,rumer,,willis,,rumer willis
FIW,F0798,4,f,tullulah,,willis,,tullulah willis
FIW,F0798,5,f,scout,,willis,,scout willis
FIW,F0798,6,f,mabel,,willis,,mabel willis
FIW,F0799,1,m,owen,,wilson,,owen wilson
FIW,F0799,2,m,robert,,wilson,,robert wilson
FIW,F0799,3,m,luke,,wilson,,luke wilson
FIW,F0799,4,m,andrew,,wilson,,andrew wilson
FIW,F0800,1,m,rainn wilson,,wilson,,rainn wilson wilson
FIW,F0800,2,f,holiday (wife of rainn),,wilson,,holiday (wife of rainn) wilson
FIW,F0800,3,m,walter (son of rainn),,wilson,,walter (son of rainn) wilson
FIW,F0801,1,m,ryot,,wilson,,ryot wilson
FIW,F0801,2,f,liberty,,wilson,,liberty wilson
FIW,F0801,3,f,rebel,,wilson,,rebel wilson
FIW,F0801,4,f,annachi,,wilson,,annachi wilson
FIW,F0801,5,f,niece,,wilson,,niece wilson
FIW,F0802,1,m,woodrow,,wilson,,woodrow wilson
FIW,F0802,2,f,ellen,,wilson,,ellen wilson
FIW,F0802,3,f,jessie,,wilson,,jessie wilson
FIW,F0802,4,f,eleanor,,wilson,,eleanor wilson
FIW,F0802,5,f,margaret,,wilson,,margaret wilson
FIW,F0802,6,m,joesph,,wilson,,joesph wilson
FIW,F0803,1,f,amy,,winehouse,,amy winehouse
FIW,F0803,2,f,janis,,winehouse,,janis winehouse
FIW,F0803,3,m,mitch,,winehouse,,mitch winehouse
FIW,F0803,4,m,alex,,winehouse,,alex winehouse
FIW,F0804,1,f,ophrah,,winfrey,,ophrah winfrey
FIW,F0804,2,m,stedman,,winfrey,,stedman winfrey
FIW,F0804,3,f,vernita,,winfrey,,vernita winfrey
FIW,F0804,4,m,vernon,,winfrey,,vernon winfrey
FIW,F0804,5,f,barbara,,winfrey,,barbara winfrey
FIW,F0804,6,f,patricia,,winfrey,,patricia winfrey
FIW,F0804,7,f,chrishaunda,,winfrey,,chrishaunda winfrey
FIW,F0805,1,f,kate,,winslet,,kate winslet
FIW,F0805,2,f,beth,,winslet,,beth winslet
FIW,F0805,3,m,roger,,winslet,,roger winslet
FIW,F0805,4,f,sally,,winslet,,sally winslet
FIW,F0805,5,m,joss,,winslet,,joss winslet
FIW,F0805,6,f,anna,,winslet,,anna winslet
FIW,F0805,7,m,joe,,winslet,,joe winslet
FIW,F0805,8,f,mia,,winslet,,mia winslet
FIW,F0806,1,f,reese,,witherspoon,,reese witherspoon
FIW,F0806,2,f,ava,,witherspoon,,ava witherspoon
FIW,F0806,3,m,jim,,witherspoon,,jim witherspoon
FIW,F0806,4,m,deacon,,witherspoon,,deacon witherspoon
FIW,F0806,5,m,tennessee,,witherspoon,,tennessee witherspoon
FIW,F0806,6,m,ryan,,witherspoon,,ryan witherspoon
FIW,F0807,1,m,tom,,wolf,,tom wolf
FIW,F0807,2,f,frances,,wolf,,frances wolf
FIW,F0807,3,f,sarah,,wolf,,sarah wolf
FIW,F0807,4,f,katie,,wolf,,katie wolf
FIW,F0808,1,m,elijah,,wood,,elijah wood
FIW,F0808,2,f,hannah,,wood,,hannah wood
FIW,F0809,1,m,tiger,,woods,,tiger woods
FIW,F0809,2,f,elin,,woods,,elin woods
FIW,F0809,3,f,sam,,woods,,sam woods
FIW,F0809,4,m,charlie,,woods,,charlie woods
FIW,F0809,5,f,kutilda,,woods,,kutilda woods
FIW,F0809,6,m,earl,,woods,,earl woods
FIW,F0810,1,m,orville,,wright,,orville wright
FIW,F0810,2,m,wilbur,,wright,,wilbur wright
FIW,F0810,3,f,katharine,,wright,,katharine wright
FIW,F0811,1,m,malcolm,,shabazz,,malcolm shabazz
FIW,F0811,2,f,llyasah,,shabazz,,llyasah shabazz
FIW,F0811,3,f,attallah,,shabazz,,attallah shabazz
FIW,F0811,4,f,qubilah,,shabazz,,qubilah shabazz
FIW,F0811,5,f,betty,,shabazz,,betty shabazz
FIW,F0811,6,f,malaak,,shabazz,,malaak shabazz
FIW,F0811,7,f,malikah,,shabazz,,malikah shabazz
FIW,F0811,8,f,gamilah,,shabazz,,gamilah shabazz
FIW,F0812,1,m,al,,yankovic,,al yankovic
FIW,F0812,2,f,suzanne,,yankovic,,suzanne yankovic
FIW,F0812,3,f,nina,,yankovic,,nina yankovic
FIW,F0813,1,m,boris,,yeltsin,,boris yeltsin
FIW,F0813,2,f,naina,,yeltsin,,naina yeltsin
FIW,F0813,3,f,tatyana,,yeltsin,,tatyana yeltsin
FIW,F0813,4,f,elena,,yeltsin,,elena yeltsin
FIW,F0814,1,f,malala,,yousafzai,,malala yousafzai
FIW,F0814,2,m,khushal,,yousafzai,,khushal yousafzai
FIW,F0814,3,m,ziauddin,,yousafzai,,ziauddin yousafzai
FIW,F0814,4,f,tor pekai,,yousafzai,,tor pekai yousafzai
FIW,F0814,5,m,atal,,yousafzai,,atal yousafzai
FIW,F0814,6,m,apal,,yousafzai,,apal yousafzai
FIW,F0815,1,m,mark,,zuckerberg,,mark zuckerberg
FIW,F0815,2,m,edward,,zuckerberg,,edward zuckerberg
FIW,F0815,3,f,karen,,zuckerberg,,karen zuckerberg
FIW,F0815,4,f,randi,,zuckerberg,,randi zuckerberg
FIW,F0815,5,f,arielle,,zuckerberg,,arielle zuckerberg
FIW,F0815,6,f,donna,,zuckerberg,,donna zuckerberg
FIW,F0815,7,f,priscilla,,zuckerberg,,priscilla zuckerberg
FIW,F0816,1,m,colin,,powell,,colin powell
FIW,F0816,2,f,alma,,powell,,alma powell
FIW,F0816,3,m,michael,,powell,,michael powell
FIW,F0816,4,f,linda,,powell,,linda powell
FIW,F0816,5,f,annemarie,,powell,,annemarie powell
FIW,F0817,1,m,bob,,geldof,,bob geldof
FIW,F0817,2,f,fifi,,geldof,,fifi geldof
FIW,F0817,3,f,peaches,,geldof,,peaches geldof
FIW,F0817,4,f,pixie,,geldof,,pixie geldof
FIW,F0817,5,f,paula,,geldof,,paula geldof
FIW,F0818,1,m,sigmund,,freud,,sigmund freud
FIW,F0818,2,f,martha,,freud,,martha freud
FIW,F0818,3,f,anna,,freud,,anna freud
FIW,F0818,4,m,ernst,,freud,,ernst freud
FIW,F0818,5,m,martin,,freud,,martin freud
FIW,F0818,6,m,heinz,,freud,,heinz freud
FIW,F0818,7,m,ernst jr.,,freud,,ernst jr. freud
FIW,F0818,8,m,oliver,,freud,,oliver freud
FIW,F0818,9,f,sophie,,freud,,sophie freud
FIW,F0819,1,m,joe,,,,joe
FIW,F0819,2,m,jermaine,,,,jermaine
FIW,F0819,3,m,tito,,,,tito
FIW,F0819,4,f,rebbie,,,,rebbie
FIW,F0819,5,f,katherine,,,,katherine
FIW,F0819,6,m,michael,,,,michael
FIW,F0819,7,m,marlon,,,,marlon
FIW,F0819,8,f,latoya,,,,latoya
FIW,F0819,9,m,randy,,,,randy
FIW,F0819,10,f,janet,,,,janet
FIW,F0820,1,m,alfred,,hitchcock,,alfred hitchcock
FIW,F0820,2,f,patricia,,hitchcock,,patricia hitchcock
FIW,F0820,3,m,joseph,,hitchcock,,joseph hitchcock
FIW,F0820,4,f,tere,,hitchcock,,tere hitchcock
FIW,F0820,5,f,mary,,hitchcock,,mary hitchcock
FIW,F0820,6,f,alma,,hitchcock,,alma hitchcock
FIW,F0821,1,m,gordon,,sumner,,gordon sumner
FIW,F0821,2,f,brigitte,,sumner,,brigitte sumner
FIW,F0821,3,f,trudie,,sumner,,trudie sumner
FIW,F0821,4,f,fuchsia,,sumner,,fuchsia sumner
FIW,F0821,5,m,joe,,sumner,,joe sumner
FIW,F0821,6,f,katie,,sumner,,katie sumner
FIW,F0821,7,m,giacomo,,sumner,,giacomo sumner
FIW,F0821,8,m,jake,,sumner,,jake sumner
FIW,F0821,9,f,eliot,,sumner,,eliot sumner
FIW,F0822,1,m,jorge,,bergoglio,,jorge bergoglio
FIW,F0822,2,m,juan,,bergoglio,,juan bergoglio
FIW,F0822,3,f,regina,,bergoglio,,regina bergoglio
FIW,F0822,4,m,oscar,,bergoglio,,oscar bergoglio
FIW,F0823,1,m,haile,,selassie,,haile selassie
FIW,F0823,2,f,menen,,selassie,,menen selassie
FIW,F0823,3,m,amha,,selassie,,amha selassie
FIW,F0823,4,m,makonnen,,selassie,,makonnen selassie
FIW,F0823,5,f,medferiashwork,,selassie,,medferiashwork selassie
FIW,F0823,6,f,tenagnework,,selassie,,tenagnework selassie
FIW,F0823,7,f,tsehai,,selassie,,tsehai selassie
FIW,F0823,8,f,zenebework,,selassie,,zenebework selassie
FIW,F0823,9,m,asfaw,,selassie,,asfaw selassie
FIW,F0823,10,m,sahle,,selassie,,sahle selassie
FIW,F0824,1,f,blake,,lively,,blake lively
FIW,F0824,2,m,ryan,,lively,,ryan lively
FIW,F0824,3,f,elaine,,lively,,elaine lively
FIW,F0824,4,m,ernie,,lively,,ernie lively
FIW,F0824,5,f,robyn,,lively,,robyn lively
FIW,F0824,6,f,lori,,lively,,lori lively
FIW,F0824,7,m,jason,,lively,,jason lively
FIW,F0824,8,m,eric,,lively,,eric lively
FIW,F0825,1,m,ernest,,hemingway,,ernest hemingway
FIW,F0825,2,f,marcelline,,hemingway,,marcelline hemingway
FIW,F0825,3,f,ursula,,hemingway,,ursula hemingway
FIW,F0825,4,f,madelaine,,hemingway,,madelaine hemingway
FIW,F0825,5,m,clarence,,hemingway,,clarence hemingway
FIW,F0825,6,f,grace,,hemingway,,grace hemingway
FIW,F0825,7,f,carole,,hemingway,,carole hemingway
FIW,F0825,8,m,leicester,,hemingway,,leicester hemingway
FIW,F0825,9,m,patrick,,hemingway,,patrick hemingway
FIW,F0825,10,m,gregory,,hemingway,,gregory hemingway
FIW,F0825,11,f,hadley,,hemingway,,hadley hemingway
FIW,F0825,12,m,john,,hemingway,,john hemingway
FIW,F0826,1,m,brian,,williams,,brian williams
FIW,F0826,2,f,jane,,williams,,jane williams
FIW,F0826,3,m,douglas,,williams,,douglas williams
FIW,F0826,4,f,allison,,williams,,allison williams
FIW,F0827,1,f,alyssa,,milano,,alyssa milano
FIW,F0827,2,m,david,,milano,,david milano
FIW,F0827,3,m,milo,,milano,,milo milano
FIW,F0827,4,f,elizabella,,milano,,elizabella milano
FIW,F0828,1,f,holly,,combs,,holly combs
FIW,F0828,2,m,finley,,combs,,finley combs
FIW,F0828,3,m,riley,,combs,,riley combs
FIW,F0828,4,m,kelley,,combs,,kelley combs
FIW,F0828,5,m,david,,combs,,david combs
FIW,F0829,1,m,ben,,carson,,ben carson
FIW,F0829,2,f,candy,,carson,,candy carson
FIW,F0829,3,m,murray,,carson,,murray carson
FIW,F0829,4,m,bj,,carson,,bj carson
FIW,F0829,5,m,rhoeyce,,carson,,rhoeyce carson
FIW,F0829,6,f,sonya,,carson,,sonya carson
FIW,F0830,1,f,bailee,,madison,,bailee madison
FIW,F0830,2,f,patricia,,madison,,patricia madison
FIW,F0830,3,f,kaitlin,,madison,,kaitlin madison
FIW,F0830,4,f,riley,,madison,,riley madison
FIW,F0830,5,m,jordi,,madison,,jordi madison
FIW,F0831,1,m,luciano,,huck,,luciano huck
FIW,F0831,2,f,angelica,,huck,,angelica huck
FIW,F0831,3,m,ben,,huck,,ben huck
FIW,F0831,4,m,joaquim,,huck,,joaquim huck
FIW,F0831,5,f,eva,,huck,,eva huck
FIW,F0831,6,m,hermes,,huck,,hermes huck
FIW,F0831,7,f,marta,,huck,,marta huck
FIW,F0832,1,m,william,,bonner,,william bonner
FIW,F0832,2,f,fatima,,bonner,,fatima bonner
FIW,F0832,3,m,vinicius,,bonner,,vinicius bonner
FIW,F0832,4,f,beatriz,,bonner,,beatriz bonner
FIW,F0832,5,f,laura,,bonner,,laura bonner
FIW,F0833,1,f,claudia,,leitte,,claudia leitte
FIW,F0833,2,m,marcio,,leitte,,marcio leitte
FIW,F0833,3,m,davi,,leitte,,davi leitte
FIW,F0833,4,m,rafael,,leitte,,rafael leitte
FIW,F0833,5,m,claudio,,leitte,,claudio leitte
FIW,F0833,6,f,ilna,,leitte,,ilna leitte
FIW,F0834,1,f,ivete,,sangalo,,ivete sangalo
FIW,F0834,2,m,daniel,,sangalo,,daniel sangalo
FIW,F0834,3,m,marcelo,,sangalo,,marcelo sangalo
FIW,F0834,4,m,jesus,,sangalo,,jesus sangalo
FIW,F0835,1,f,gloria,,pires,,gloria pires
FIW,F0835,2,m,orlando,,pires,,orlando pires
FIW,F0835,3,f,ana,,pires,,ana pires
FIW,F0835,4,f,antonia,,pires,,antonia pires
FIW,F0835,5,m,bento,,pires,,bento pires
FIW,F0835,6,f,clio,,pires,,clio pires
FIW,F0835,7,m,fabio,,pires,,fabio pires
FIW,F0835,8,m,filipe,,pires,,filipe pires
FIW,F0836,1,f,xuxa,,meneghel,,xuxa meneghel
FIW,F0836,2,f,sasha,,meneghel,,sasha meneghel
FIW,F0836,3,m,luciano,,meneghel,,luciano meneghel
FIW,F0836,4,f,nicole,,meneghel,,nicole meneghel
FIW,F0836,5,f,solange,,meneghel,,solange meneghel
FIW,F0836,6,f,alda,,meneghel,,alda meneghel
FIW,F0836,7,m,cirano,,meneghel,,cirano meneghel
FIW,F0836,8,m,bladimir,,meneghel,,bladimir meneghel
FIW,F0836,9,f,mara,,meneghel,,mara meneghel
FIW,F0836,10,m,luiz,,meneghel,,luiz meneghel
FIW,F0837,1,f,juliana,,paes,,juliana paes
FIW,F0837,2,f,regina,,paes,,regina paes
FIW,F0837,3,f,rosana,,paes,,rosana paes
FIW,F0837,4,f,mariana,,paes,,mariana paes
FIW,F0837,5,m,carlos,,paes,,carlos paes
FIW,F0837,6,m,antonio,,paes,,antonio paes
FIW,F0837,7,m,pedro,,paes,,pedro paes
FIW,F0838,1,f,carolina,,dieckmann,,carolina dieckmann
FIW,F0838,2,f,maira,,dieckmann,,maira dieckmann
FIW,F0838,3,f,marly,,dieckmann,,marly dieckmann
FIW,F0838,4,m,tiago,,dieckmann,,tiago dieckmann
FIW,F0838,5,m,jose,,dieckmann,,jose dieckmann
FIW,F0838,6,m,davi,,dieckmann,,davi dieckmann
FIW,F0838,7,m,marcos,,dieckmann,,marcos dieckmann
FIW,F0839,1,f,susana,,vieira,,susana vieira
FIW,F0839,2,m,rodrigo,,vieira,,rodrigo vieira
FIW,F0839,3,f,luciana,,vieira,,luciana vieira
FIW,F0839,4,m,bruno,,vieira,,bruno vieira
FIW,F0839,5,m,rafael,,vieira,,rafael vieira
FIW,F0840,1,f,tais,,araujo,,tais araujo
FIW,F0840,2,m,lazaro,,araujo,,lazaro araujo
FIW,F0840,3,m,joao,,araujo,,joao araujo
FIW,F0840,4,f,mercedes,,araujo,,mercedes araujo
FIW,F0841,1,m,paul,,ryan,,paul ryan
FIW,F0841,2,f,janna,,ryan,,janna ryan
FIW,F0841,3,f,elizabeth,,ryan,,elizabeth ryan
FIW,F0841,4,m,charles,,ryan,,charles ryan
FIW,F0841,5,m,samuel,,ryan,,samuel ryan
FIW,F0841,6,f,betty,,ryan,,betty ryan
FIW,F0842,1,m,larry,,david,,larry david
FIW,F0842,2,f,cazzie,,david,,cazzie david
FIW,F0842,3,f,laurie,,david,,laurie david
FIW,F0842,4,f,romy,,david,,romy david
